train_acc,train_loss,train_time
0.06254,0.03291049948692322,53.357216358184814
0.13826,0.028082275190353393,53.49615812301636
0.22536,0.02428520924568176,53.413740396499634
0.31096,0.02092430413722992,53.650978088378906
0.37018,0.018593343901634217,53.3879873752594
0.41454,0.016988390793800354,53.67451000213623
0.44798,0.015845970599651336,53.230130434036255
0.47264,0.015019653577804565,53.36633920669556
0.49704,0.014314696080684662,53.49216914176941
0.5095,0.013831064455509186,53.28635859489441
0.52424,0.013316062564849853,53.286941051483154
0.53696,0.012931505482196808,53.386348247528076
0.54716,0.012672568209171295,53.270440101623535
0.55454,0.012374555327892304,53.26585507392883
0.56382,0.012157553458213807,53.40765953063965
0.5679,0.011941154959201812,53.424745321273804
0.57642,0.011700163755416871,53.32331418991089
0.58104,0.011573975126743317,53.15840816497803
0.58524,0.011425243723392486,53.44441509246826
0.58844,0.011323035559654237,53.328608989715576
0.5969,0.011068376684188842,53.44242715835571
0.59902,0.011027138991355896,53.442705154418945
0.60224,0.01087631427884102,53.42028594017029
0.60826,0.010823711774349213,53.394120931625366
0.60612,0.010789610090255737,53.484811782836914
0.61436,0.010579406249523162,53.412354469299316
0.61516,0.010581188694238663,53.20161032676697
0.61768,0.010471185796260834,53.28524708747864
0.61826,0.010411770106554032,53.24238920211792
0.6223,0.010346413152217866,53.314425468444824
0.62526,0.010276287058591843,53.397417306900024
0.6246,0.01024420398592949,53.411614656448364
0.6239,0.010213004390001296,53.39667749404907
0.62824,0.010119926434755325,53.51552081108093
0.62926,0.010046520264148711,53.33364295959473
0.63422,0.010013666436672211,53.536067485809326
0.63134,0.01004319774389267,53.30773210525513
0.63568,0.009883053967952728,53.130059480667114
0.63288,0.009954606375694276,53.28687238693237
0.6383,0.00982383362174034,53.4473397731781
0.63786,0.009860495944023133,53.28547930717468
0.6358,0.009868221694231034,53.44907212257385
0.64008,0.009793383549451829,53.40303683280945
0.63998,0.00981439455986023,53.428794622421265
0.6409,0.009746170310974122,53.468515157699585
0.64252,0.009702295215129853,53.25838565826416
0.63984,0.00978179769873619,53.60415434837341
0.64118,0.009777446967363358,53.30331373214722
0.64298,0.009686385632753373,53.26451516151428
0.64304,0.009647650434970855,53.346078872680664
0.64596,0.009606888799667358,53.54110550880432
0.64348,0.009669874820709228,53.39050650596619
0.64794,0.009542599350214004,53.44963765144348
0.64884,0.009557337963581086,53.55974745750427
0.6476,0.009587561311721803,53.4313759803772
0.65044,0.009456573066711426,53.60847473144531
0.64846,0.009562381592988969,53.34901285171509
0.65154,0.009477610441446304,53.214714765548706
0.65072,0.009487315660715104,53.4042866230011
0.77964,0.005809657676815986,53.453476667404175
0.81678,0.004730397148132324,53.55658483505249
0.835,0.004235710572600365,53.32916045188904
0.84062,0.004051987464427948,53.50605845451355
0.84682,0.0038379426765441896,53.44447636604309
0.84856,0.003794527992904186,53.67146563529968
0.8532,0.003685863220989704,53.384355783462524
0.85178,0.003686173058748245,53.603249073028564
0.85616,0.003610200683474541,53.71021032333374
0.8575,0.003602225705683231,53.470542907714844
0.85554,0.0036195675712823866,53.480074405670166
0.8548,0.0036054170101881026,53.77496552467346
0.85754,0.003558810192346573,53.466169118881226
0.85678,0.003550674611926079,53.269749879837036
0.8543,0.003660278584957123,53.35449814796448
0.85766,0.0035661333185434342,53.66165113449097
0.85376,0.0036264823412895204,53.441863775253296
0.85618,0.0035753909301757814,53.4375114440918
0.85544,0.003595622522830963,53.50212264060974
0.85996,0.003504373256266117,53.53806662559509
0.86056,0.00346630764067173,53.22409677505493
